year,datepart,Country,unique_visitors
2019,2019-01-05T00:00:00Z,Germany,359
2019,2019-01-05T00:00:00Z,Germany,4608
2019,2019-01-05T00:00:00Z,France,13747
2019,2019-01-05T00:00:00Z,France,295
2019,2019-01-05T00:00:00Z,Australia,124
2019,2019-01-05T00:00:00Z,Australia,2767
2019,2019-01-05T00:00:00Z,Germany,273
2019,2019-01-05T00:00:00Z,Germany,3021
2019,2019-01-05T00:00:00Z,France,3343
2019,2019-01-05T00:00:00Z,France,4
2019,2019-01-05T00:00:00Z,Australia,156
2019,2019-01-05T00:00:00Z,Australia,6228
2019,2019-01-05T00:00:00Z,Germany,72
2019,2019-01-05T00:00:00Z,Germany,3887
2019,2019-01-05T00:00:00Z,France,46
2019,2019-01-05T00:00:00Z,France,8751
2019,2019-01-05T00:00:00Z,Australia,28
2019,2019-01-05T00:00:00Z,Australia,1569
2019,2019-01-05T00:00:00Z,Germany,487
2019,2019-01-05T00:00:00Z,Germany,4613
2019,2019-01-05T00:00:00Z,France,672
2019,2019-01-05T00:00:00Z,France,3484
2019,2019-01-05T00:00:00Z,Australia,2259
2019,2019-01-05T00:00:00Z,Australia,254
2019,2019-01-05T00:00:00Z,Germany,7901
2019,2019-01-05T00:00:00Z,Germany,1292
2019,2019-01-05T00:00:00Z,France,6189
2019,2019-01-05T00:00:00Z,France,1350
2019,2019-01-05T00:00:00Z,Australia,1018
2019,2019-01-05T00:00:00Z,Australia,7200
2019,2019-01-05T00:00:00Z,Germany,1
2019,2019-01-05T00:00:00Z,Germany,1190
2019,2019-01-05T00:00:00Z,France,1362
2019,2019-01-05T00:00:00Z,Australia,100
2019,2019-01-05T00:00:00Z,Australia,2642
2019,2019-01-05T00:00:00Z,Germany,6
2019,2019-01-05T00:00:00Z,Germany,3554
2019,2019-01-05T00:00:00Z,France,1397
2019,2019-01-05T00:00:00Z,France,5
2019,2019-01-05T00:00:00Z,Australia,43
2019,2019-01-05T00:00:00Z,Australia,3619
2019,2019-01-05T00:00:00Z,Germany,187
2019,2019-01-05T00:00:00Z,France,1897
2019,2019-01-05T00:00:00Z,Australia,1
2019,2019-01-05T00:00:00Z,Australia,840
2019,2019-01-05T00:00:00Z,Germany,1484
2019,2019-01-05T00:00:00Z,Germany,5495
2019,2019-01-05T00:00:00Z,France,392
2019,2019-01-05T00:00:00Z,France,1831
2019,2019-01-05T00:00:00Z,Australia,44
2019,2019-01-05T00:00:00Z,Australia,2683
2019,2019-01-05T00:00:00Z,Germany,537
2019,2019-01-05T00:00:00Z,France,1020
2019,2019-01-05T00:00:00Z,Australia,856
2019,2019-01-05T00:00:00Z,Germany,280
2019,2019-01-05T00:00:00Z,France,220
2019,2019-01-05T00:00:00Z,Australia,313
2019,2019-01-05T00:00:00Z,Germany,512
2019,2019-01-05T00:00:00Z,France,2898
2019,2019-01-05T00:00:00Z,France,17
2019,2019-01-05T00:00:00Z,Australia,1019
2019,2019-01-05T00:00:00Z,Australia,9
2019,2019-01-05T00:00:00Z,Germany,1186
2019,2019-01-05T00:00:00Z,France,1803
2019,2019-01-05T00:00:00Z,Australia,489
2019,2019-01-05T00:00:00Z,Germany,1
2019,2019-01-05T00:00:00Z,Germany,294
2019,2019-01-05T00:00:00Z,France,1
2019,2019-01-05T00:00:00Z,France,327
2019,2019-01-05T00:00:00Z,Australia,4
2019,2019-01-05T00:00:00Z,Australia,840
2019,2019-01-05T00:00:00Z,Germany,92
2019,2019-01-05T00:00:00Z,Germany,3079
2019,2019-01-05T00:00:00Z,France,88
2019,2019-01-05T00:00:00Z,France,1970
2019,2019-01-05T00:00:00Z,Australia,625
2019,2019-01-05T00:00:00Z,Australia,9517
2019,2019-01-05T00:00:00Z,Germany,1
2019,2019-01-05T00:00:00Z,Germany,201
2019,2019-01-05T00:00:00Z,France,4
2019,2019-01-05T00:00:00Z,France,413
2019,2019-01-05T00:00:00Z,Australia,1
2019,2019-01-05T00:00:00Z,Australia,993
2019,2019-01-05T00:00:00Z,Germany,1
2019,2019-01-05T00:00:00Z,Germany,1026
2019,2019-01-05T00:00:00Z,France,2435
2019,2019-01-05T00:00:00Z,Australia,54
2019,2019-01-05T00:00:00Z,Australia,992
2019,2019-01-05T00:00:00Z,Germany,22
2019,2019-01-05T00:00:00Z,Germany,468
2019,2019-01-05T00:00:00Z,France,399
2019,2019-01-05T00:00:00Z,Australia,513
2019,2019-01-05T00:00:00Z,Germany,2
2019,2019-01-05T00:00:00Z,Germany,4956
2019,2019-01-05T00:00:00Z,France,5
2019,2019-01-05T00:00:00Z,France,2163
2019,2019-01-05T00:00:00Z,Australia,58
2019,2019-01-05T00:00:00Z,Australia,5833
2019,2019-01-05T00:00:00Z,Germany,391
2019,2019-01-05T00:00:00Z,Germany,5489
2019,2019-01-05T00:00:00Z,France,377
2019,2019-01-05T00:00:00Z,France,4900
2019,2019-01-05T00:00:00Z,Australia,123
2019,2019-01-05T00:00:00Z,Australia,4310
2019,2019-01-05T00:00:00Z,Germany,517
2019,2019-01-05T00:00:00Z,Germany,5614
2019,2019-01-05T00:00:00Z,France,7
2019,2019-01-05T00:00:00Z,France,2577
2019,2019-01-05T00:00:00Z,Australia,31
2019,2019-01-05T00:00:00Z,Australia,4710
2019,2019-01-05T00:00:00Z,Germany,29
2019,2019-01-05T00:00:00Z,Germany,8310
2019,2019-01-05T00:00:00Z,France,5
2019,2019-01-05T00:00:00Z,France,3328
2019,2019-01-05T00:00:00Z,Australia,19
2019,2019-01-05T00:00:00Z,Australia,2277
2019,2019-01-05T00:00:00Z,Germany,28
2019,2019-01-05T00:00:00Z,Germany,838
2019,2019-01-05T00:00:00Z,France,1
2019,2019-01-05T00:00:00Z,France,530
2019,2019-01-05T00:00:00Z,Australia,12
2019,2019-01-05T00:00:00Z,Australia,2075
2019,2019-01-05T00:00:00Z,Germany,1745
2019,2019-01-05T00:00:00Z,Germany,15879
2019,2019-01-05T00:00:00Z,France,758
2019,2019-01-05T00:00:00Z,France,16861
2019,2019-01-05T00:00:00Z,Australia,9643
2019,2019-01-05T00:00:00Z,Australia,352
2019,2019-01-05T00:00:00Z,Germany,76
2019,2019-01-05T00:00:00Z,Germany,1061
2019,2019-01-05T00:00:00Z,France,6
2019,2019-01-05T00:00:00Z,France,872
2019,2019-01-05T00:00:00Z,Australia,51
2019,2019-01-05T00:00:00Z,Australia,3770
2019,2019-01-05T00:00:00Z,Germany,26633
2019,2019-01-05T00:00:00Z,Germany,1274
2019,2019-01-05T00:00:00Z,France,382
2019,2019-01-05T00:00:00Z,France,23176
2019,2019-01-05T00:00:00Z,Australia,120
2019,2019-01-05T00:00:00Z,Australia,5870
2019,2019-01-05T00:00:00Z,Germany,1454
2019,2019-01-05T00:00:00Z,France,729
2019,2019-01-05T00:00:00Z,Australia,2077
2019,2019-01-05T00:00:00Z,Germany,4885
2019,2019-01-05T00:00:00Z,Germany,594
2019,2019-01-05T00:00:00Z,France,979
2019,2019-01-05T00:00:00Z,France,3802
2019,2019-01-05T00:00:00Z,Australia,86
2019,2019-01-05T00:00:00Z,Australia,1471
2019,2019-01-05T00:00:00Z,Germany,243
2019,2019-01-05T00:00:00Z,Germany,4656
2019,2019-01-05T00:00:00Z,France,2820
2019,2019-01-05T00:00:00Z,France,33
2019,2019-01-05T00:00:00Z,Australia,26
2019,2019-01-05T00:00:00Z,Australia,4227
2019,2019-01-05T00:00:00Z,Germany,820
2019,2019-01-05T00:00:00Z,France,924
2019,2019-01-05T00:00:00Z,Australia,2370
2019,2019-01-05T00:00:00Z,Germany,966
2019,2019-01-05T00:00:00Z,Germany,7839
2019,2019-01-05T00:00:00Z,France,4206
2019,2019-01-05T00:00:00Z,France,662
2019,2019-01-05T00:00:00Z,Australia,10217
2019,2019-01-05T00:00:00Z,Australia,269
2019,2019-01-05T00:00:00Z,Germany,1541
2019,2019-01-05T00:00:00Z,Germany,4861
2019,2019-01-05T00:00:00Z,France,2675
2019,2019-01-05T00:00:00Z,France,223
2019,2019-01-05T00:00:00Z,Australia,331
2019,2019-01-05T00:00:00Z,Australia,15708
2019,2019-01-05T00:00:00Z,Germany,994
2019,2019-01-05T00:00:00Z,Germany,9
2019,2019-01-05T00:00:00Z,France,1273
2019,2019-01-05T00:00:00Z,Australia,3
2019,2019-01-05T00:00:00Z,Australia,2267
2019,2019-01-05T00:00:00Z,Germany,2782
2019,2019-01-05T00:00:00Z,Germany,613
2019,2019-01-05T00:00:00Z,France,30
2019,2019-01-05T00:00:00Z,France,1931
2019,2019-01-05T00:00:00Z,Australia,907
2019,2019-01-05T00:00:00Z,Australia,207
2019,2019-01-05T00:00:00Z,Germany,813
2019,2019-01-05T00:00:00Z,Germany,6119
2019,2019-01-05T00:00:00Z,France,406
2019,2019-01-05T00:00:00Z,France,1730
2019,2019-01-05T00:00:00Z,Australia,370
2019,2019-01-05T00:00:00Z,Australia,4746
2019,2019-01-05T00:00:00Z,Germany,717
2019,2019-01-05T00:00:00Z,Germany,13111
2019,2019-01-05T00:00:00Z,France,410
2019,2019-01-05T00:00:00Z,France,19537
2019,2019-01-05T00:00:00Z,Australia,12685
2019,2019-01-05T00:00:00Z,Australia,1351
2019,2019-01-05T00:00:00Z,Germany,68
2019,2019-01-05T00:00:00Z,Germany,8666
2019,2019-01-05T00:00:00Z,France,5894
2019,2019-01-05T00:00:00Z,France,241
2019,2019-01-05T00:00:00Z,Australia,996
2019,2019-01-05T00:00:00Z,Australia,16212
2019,2019-01-05T00:00:00Z,Germany,10
2019,2019-01-05T00:00:00Z,Germany,1943
2019,2019-01-05T00:00:00Z,France,1402
2019,2019-01-05T00:00:00Z,Australia,5
2019,2019-01-05T00:00:00Z,Australia,1360
2019,2019-01-05T00:00:00Z,Germany,1105
2019,2019-01-05T00:00:00Z,Germany,13330
2019,2019-01-05T00:00:00Z,France,154
2019,2019-01-05T00:00:00Z,France,9527
2019,2019-01-05T00:00:00Z,Australia,23
2019,2019-01-05T00:00:00Z,Australia,3771
2019,2019-01-05T00:00:00Z,Germany,3
2019,2019-01-05T00:00:00Z,Germany,2849
2019,2019-01-05T00:00:00Z,France,1
2019,2019-01-05T00:00:00Z,France,420
2019,2019-01-05T00:00:00Z,Australia,2
2019,2019-01-05T00:00:00Z,Australia,631
2019,2019-01-05T00:00:00Z,Germany,62
2019,2019-01-05T00:00:00Z,Germany,454
2019,2019-01-05T00:00:00Z,France,2
2019,2019-01-05T00:00:00Z,France,458
2019,2019-01-05T00:00:00Z,Australia,26
2019,2019-01-05T00:00:00Z,Australia,595
2019,2019-01-05T00:00:00Z,Germany,1012
2019,2019-01-05T00:00:00Z,Germany,3738
2019,2019-01-05T00:00:00Z,France,431
2019,2019-01-05T00:00:00Z,France,2301
2019,2019-01-05T00:00:00Z,Australia,341
2019,2019-01-05T00:00:00Z,Australia,13583
2019,2019-01-05T00:00:00Z,Germany,334
2019,2019-01-05T00:00:00Z,France,510
2019,2019-01-05T00:00:00Z,Australia,682
2019,2019-01-05T00:00:00Z,Germany,1358
2019,2019-01-05T00:00:00Z,Germany,3777
2019,2019-01-05T00:00:00Z,France,178
2019,2019-01-05T00:00:00Z,France,4851
2019,2019-01-05T00:00:00Z,Australia,40
2019,2019-01-05T00:00:00Z,Australia,3819
2019,2019-01-05T00:00:00Z,Germany,1733
2019,2019-01-05T00:00:00Z,France,41
2019,2019-01-05T00:00:00Z,France,1194
2019,2019-01-05T00:00:00Z,Australia,3
2019,2019-01-05T00:00:00Z,Australia,2204
2019,2019-01-05T00:00:00Z,Germany,193
2019,2019-01-05T00:00:00Z,France,1
2019,2019-01-05T00:00:00Z,France,255
2019,2019-01-05T00:00:00Z,Australia,4
2019,2019-01-05T00:00:00Z,Australia,501
2019,2019-01-05T00:00:00Z,Germany,355
2019,2019-01-05T00:00:00Z,France,194
2019,2019-01-05T00:00:00Z,Australia,118
2019,2019-01-05T00:00:00Z,Germany,3409
2019,2019-01-05T00:00:00Z,Germany,104
2019,2019-01-05T00:00:00Z,France,26
2019,2019-01-05T00:00:00Z,France,1138
2019,2019-01-05T00:00:00Z,Australia,155
2019,2019-01-05T00:00:00Z,Australia,6126
2019,2019-01-05T00:00:00Z,Germany,1
2019,2019-01-05T00:00:00Z,Germany,311
2019,2019-01-05T00:00:00Z,France,29
2019,2019-01-05T00:00:00Z,France,2532
2019,2019-01-05T00:00:00Z,Australia,696
2019,2019-01-05T00:00:00Z,Germany,1985
2019,2019-01-05T00:00:00Z,Germany,8098
2019,2019-01-05T00:00:00Z,France,2989
2019,2019-01-05T00:00:00Z,France,5698
2019,2019-01-05T00:00:00Z,Australia,550
2019,2019-01-05T00:00:00Z,Australia,9909
2019,2019-01-05T00:00:00Z,Germany,1905
2019,2019-01-05T00:00:00Z,France,1515
2019,2019-01-05T00:00:00Z,Australia,1314
2019,2019-01-05T00:00:00Z,Germany,1792
2019,2019-01-05T00:00:00Z,Germany,18888
2019,2019-01-05T00:00:00Z,France,25700
2019,2019-01-05T00:00:00Z,France,769
2019,2019-01-05T00:00:00Z,Australia,262
2019,2019-01-05T00:00:00Z,Australia,9260
2019,2019-01-05T00:00:00Z,Germany,15
2019,2019-01-05T00:00:00Z,Germany,6141
2019,2019-01-05T00:00:00Z,France,3
2019,2019-01-05T00:00:00Z,France,2971
2019,2019-01-05T00:00:00Z,Australia,14
2019,2019-01-05T00:00:00Z,Australia,11320
2019,2019-01-05T00:00:00Z,Germany,16285
2019,2019-01-05T00:00:00Z,Germany,2654
2019,2019-01-05T00:00:00Z,France,6864
2019,2019-01-05T00:00:00Z,France,18798
2019,2019-01-05T00:00:00Z,Australia,8095
2019,2019-01-05T00:00:00Z,Australia,1214
2019,2019-01-05T00:00:00Z,Germany,730
2019,2019-01-05T00:00:00Z,France,3
2019,2019-01-05T00:00:00Z,France,5629
2019,2019-01-05T00:00:00Z,Australia,1307
2019,2019-01-05T00:00:00Z,Germany,1656
2019,2019-01-05T00:00:00Z,France,1109
2019,2019-01-05T00:00:00Z,Australia,9
2019,2019-01-05T00:00:00Z,Australia,4747
2019,2019-01-05T00:00:00Z,Germany,41
2019,2019-01-05T00:00:00Z,Germany,1721
2019,2019-01-05T00:00:00Z,France,24
2019,2019-01-05T00:00:00Z,France,3394
2019,2019-01-05T00:00:00Z,Australia,8
2019,2019-01-05T00:00:00Z,Australia,1735
2019,2019-01-05T00:00:00Z,Germany,9394
2019,2019-01-05T00:00:00Z,Germany,830
2019,2019-01-05T00:00:00Z,France,7020
2019,2019-01-05T00:00:00Z,France,163
2019,2019-01-05T00:00:00Z,Australia,10352
2019,2019-01-05T00:00:00Z,Australia,52
2019,2019-01-05T00:00:00Z,Germany,720
2019,2019-01-05T00:00:00Z,France,1
2019,2019-01-05T00:00:00Z,France,1991
2019,2019-01-05T00:00:00Z,Australia,695
2019,2019-01-05T00:00:00Z,Germany,100
2019,2019-01-05T00:00:00Z,Germany,1560
2019,2019-01-05T00:00:00Z,France,2
2019,2019-01-05T00:00:00Z,France,831
2019,2019-01-05T00:00:00Z,Australia,4
2019,2019-01-05T00:00:00Z,Australia,2601
2019,2019-01-05T00:00:00Z,Germany,1313
2019,2019-01-05T00:00:00Z,France,1285
2019,2019-01-05T00:00:00Z,Australia,10
2019,2019-01-05T00:00:00Z,Australia,2343
2019,2019-01-05T00:00:00Z,Germany,1203
2019,2019-01-05T00:00:00Z,France,709
2019,2019-01-05T00:00:00Z,Australia,2
2019,2019-01-05T00:00:00Z,Australia,3066
2019,2019-01-05T00:00:00Z,Germany,4844
2019,2019-01-05T00:00:00Z,Germany,242
2019,2019-01-05T00:00:00Z,France,10397
2019,2019-01-05T00:00:00Z,France,611
2019,2019-01-05T00:00:00Z,Australia,66
2019,2019-01-05T00:00:00Z,Australia,864
2019,2019-01-05T00:00:00Z,Germany,2
2019,2019-01-05T00:00:00Z,Germany,957
2019,2019-01-05T00:00:00Z,France,3956
2019,2019-01-05T00:00:00Z,Australia,80
2019,2019-01-05T00:00:00Z,Australia,3244
2019,2019-01-05T00:00:00Z,Germany,36
2019,2019-01-05T00:00:00Z,Germany,4855
2019,2019-01-05T00:00:00Z,France,129
2019,2019-01-05T00:00:00Z,France,902
2019,2019-01-05T00:00:00Z,Australia,464
2019,2019-01-05T00:00:00Z,Germany,55
2019,2019-01-05T00:00:00Z,Germany,1255
2019,2019-01-05T00:00:00Z,France,23
2019,2019-01-05T00:00:00Z,France,497
2019,2019-01-05T00:00:00Z,Australia,1326
2019,2019-01-05T00:00:00Z,Australia,51
2019,2019-01-05T00:00:00Z,Germany,806
2019,2019-01-05T00:00:00Z,France,612
2019,2019-01-05T00:00:00Z,Australia,5
2019,2019-01-05T00:00:00Z,Australia,1256
2019,2019-01-05T00:00:00Z,Germany,2801
2019,2019-01-05T00:00:00Z,Germany,9369
2019,2019-01-05T00:00:00Z,France,3118
2019,2019-01-05T00:00:00Z,France,6659
2019,2019-01-05T00:00:00Z,Australia,616
2019,2019-01-05T00:00:00Z,Australia,3327
2019,2019-01-05T00:00:00Z,Germany,3
2019,2019-01-05T00:00:00Z,Germany,2227
2019,2019-01-05T00:00:00Z,France,44
2019,2019-01-05T00:00:00Z,France,1202
2019,2019-01-05T00:00:00Z,Australia,252
2019,2019-01-05T00:00:00Z,Australia,5698
2019,2019-01-05T00:00:00Z,Germany,1
2019,2019-01-05T00:00:00Z,Germany,144
2019,2019-01-05T00:00:00Z,France,161
2019,2019-01-05T00:00:00Z,Australia,2
2019,2019-01-05T00:00:00Z,Australia,1047
2019,2019-01-05T00:00:00Z,Germany,4379
2019,2019-01-05T00:00:00Z,Germany,1859
2019,2019-01-05T00:00:00Z,France,3551
2019,2019-01-05T00:00:00Z,France,6277
2019,2019-01-05T00:00:00Z,Australia,6013
2019,2019-01-05T00:00:00Z,Australia,2019
2019,2019-01-05T00:00:00Z,Germany,3
2019,2019-01-05T00:00:00Z,Germany,4309
2019,2019-01-05T00:00:00Z,France,3892
2019,2019-01-05T00:00:00Z,Australia,852
2019,2019-01-05T00:00:00Z,Australia,14469
2019,2019-01-05T00:00:00Z,Germany,122
2019,2019-01-05T00:00:00Z,Germany,379
2019,2019-01-05T00:00:00Z,France,22
2019,2019-01-05T00:00:00Z,France,428
2019,2019-01-05T00:00:00Z,Australia,554
2019,2019-01-05T00:00:00Z,Germany,15
2019,2019-01-05T00:00:00Z,Germany,2305
2019,2019-01-05T00:00:00Z,France,9
2019,2019-01-05T00:00:00Z,France,1830
2019,2019-01-05T00:00:00Z,Australia,64
2019,2019-01-05T00:00:00Z,Australia,2085
2019,2019-01-05T00:00:00Z,Germany,139
2019,2019-01-05T00:00:00Z,Germany,2457
2019,2019-01-05T00:00:00Z,France,2571
2019,2019-01-05T00:00:00Z,Australia,9
2019,2019-01-05T00:00:00Z,Australia,1414
2019,2019-01-05T00:00:00Z,Germany,310
2019,2019-01-05T00:00:00Z,Germany,2656
2019,2019-01-05T00:00:00Z,France,143
2019,2019-01-05T00:00:00Z,France,1458
2019,2019-01-05T00:00:00Z,Australia,1958
2019,2019-01-05T00:00:00Z,Australia,152
2019,2019-01-05T00:00:00Z,Germany,172
2019,2019-01-05T00:00:00Z,Germany,1841
2019,2019-01-05T00:00:00Z,France,5
2019,2019-01-05T00:00:00Z,France,8364
2019,2019-01-05T00:00:00Z,Australia,26
2019,2019-01-05T00:00:00Z,Australia,2905
2019,2019-01-05T00:00:00Z,Germany,8
2019,2019-01-05T00:00:00Z,Germany,317
2019,2019-01-05T00:00:00Z,France,361
2019,2019-01-05T00:00:00Z,France,228
2019,2019-01-05T00:00:00Z,Australia,25
2019,2019-01-05T00:00:00Z,Australia,777
2019,2019-01-05T00:00:00Z,Germany,1394
2019,2019-01-05T00:00:00Z,Germany,5811
2019,2019-01-05T00:00:00Z,France,2712
2019,2019-01-05T00:00:00Z,France,265
2019,2019-01-05T00:00:00Z,Australia,185
2019,2019-01-05T00:00:00Z,Australia,2984
2019,2019-01-05T00:00:00Z,Germany,1168
2019,2019-01-05T00:00:00Z,France,97
2019,2019-01-05T00:00:00Z,France,1253
2019,2019-01-05T00:00:00Z,Australia,1
2019,2019-01-05T00:00:00Z,Australia,2156
2019,2019-01-05T00:00:00Z,Germany,686
2019,2019-01-05T00:00:00Z,Germany,8308
2019,2019-01-05T00:00:00Z,France,208
2019,2019-01-05T00:00:00Z,France,9088
2019,2019-01-05T00:00:00Z,Australia,261
2019,2019-01-05T00:00:00Z,Australia,6938
2019,2019-01-05T00:00:00Z,Germany,110
2019,2019-01-05T00:00:00Z,Germany,5697
2019,2019-01-05T00:00:00Z,France,18
2019,2019-01-05T00:00:00Z,France,2207
2019,2019-01-05T00:00:00Z,Australia,14
2019,2019-01-05T00:00:00Z,Australia,1275
2019,2019-01-05T00:00:00Z,Germany,163
2019,2019-01-05T00:00:00Z,Germany,5191
2019,2019-01-05T00:00:00Z,France,359
2019,2019-01-05T00:00:00Z,France,5319
2019,2019-01-05T00:00:00Z,Australia,23655
2019,2019-01-05T00:00:00Z,Australia,134
2019,2019-01-12T00:00:00Z,Germany,358
2019,2019-01-12T00:00:00Z,Germany,4576
2019,2019-01-12T00:00:00Z,France,251
2019,2019-01-12T00:00:00Z,France,14481
2019,2019-01-12T00:00:00Z,Australia,111
2019,2019-01-12T00:00:00Z,Australia,2887
2019,2019-01-12T00:00:00Z,Germany,295
2019,2019-01-12T00:00:00Z,Germany,3050
2019,2019-01-12T00:00:00Z,France,21
2019,2019-01-12T00:00:00Z,France,3278
2019,2019-01-12T00:00:00Z,Australia,144
2019,2019-01-12T00:00:00Z,Australia,5980
2019,2019-01-12T00:00:00Z,Germany,3992
2019,2019-01-12T00:00:00Z,Germany,64
2019,2019-01-12T00:00:00Z,France,45
2019,2019-01-12T00:00:00Z,France,9978
2019,2019-01-12T00:00:00Z,Australia,14
2019,2019-01-12T00:00:00Z,Australia,1704
2019,2019-01-12T00:00:00Z,Germany,502
2019,2019-01-12T00:00:00Z,Germany,4456
2019,2019-01-12T00:00:00Z,France,784
2019,2019-01-12T00:00:00Z,France,3448
2019,2019-01-12T00:00:00Z,Australia,294
2019,2019-01-12T00:00:00Z,Australia,2313
2019,2019-01-12T00:00:00Z,Germany,7884
2019,2019-01-12T00:00:00Z,Germany,1297
2019,2019-01-12T00:00:00Z,France,6231
2019,2019-01-12T00:00:00Z,France,1167
2019,2019-01-12T00:00:00Z,Australia,861
2019,2019-01-12T00:00:00Z,Australia,7589
2019,2019-01-12T00:00:00Z,Germany,1
2019,2019-01-12T00:00:00Z,Germany,1137
2019,2019-01-12T00:00:00Z,France,1288
2019,2019-01-12T00:00:00Z,Australia,110
2019,2019-01-12T00:00:00Z,Australia,2574
2019,2019-01-12T00:00:00Z,Germany,7
2019,2019-01-12T00:00:00Z,Germany,3845
2019,2019-01-12T00:00:00Z,France,2
2019,2019-01-12T00:00:00Z,France,1527
2019,2019-01-12T00:00:00Z,Australia,59
2019,2019-01-12T00:00:00Z,Australia,3568
2019,2019-01-12T00:00:00Z,Germany,2
2019,2019-01-12T00:00:00Z,Germany,196
2019,2019-01-12T00:00:00Z,France,1856
2019,2019-01-12T00:00:00Z,Australia,908
2019,2019-01-12T00:00:00Z,Germany,1444
2019,2019-01-12T00:00:00Z,Germany,6006
2019,2019-01-12T00:00:00Z,France,368
2019,2019-01-12T00:00:00Z,France,1879
2019,2019-01-12T00:00:00Z,Australia,40
2019,2019-01-12T00:00:00Z,Australia,2599
2019,2019-01-12T00:00:00Z,Germany,614
2019,2019-01-12T00:00:00Z,France,1024
2019,2019-01-12T00:00:00Z,Australia,1
2019,2019-01-12T00:00:00Z,Australia,979
2019,2019-01-12T00:00:00Z,Germany,272
2019,2019-01-12T00:00:00Z,France,228
2019,2019-01-12T00:00:00Z,Australia,263
2019,2019-01-12T00:00:00Z,Germany,548
2019,2019-01-12T00:00:00Z,France,17
2019,2019-01-12T00:00:00Z,France,3063
2019,2019-01-12T00:00:00Z,Australia,14
2019,2019-01-12T00:00:00Z,Australia,911
2019,2019-01-12T00:00:00Z,Germany,1196
2019,2019-01-12T00:00:00Z,France,1860
2019,2019-01-12T00:00:00Z,Australia,429
2019,2019-01-12T00:00:00Z,Germany,312
2019,2019-01-12T00:00:00Z,France,1
2019,2019-01-12T00:00:00Z,France,335
2019,2019-01-12T00:00:00Z,Australia,6
2019,2019-01-12T00:00:00Z,Australia,829
2019,2019-01-12T00:00:00Z,Germany,80
2019,2019-01-12T00:00:00Z,Germany,3196
2019,2019-01-12T00:00:00Z,France,87
2019,2019-01-12T00:00:00Z,France,2018
2019,2019-01-12T00:00:00Z,Australia,591
2019,2019-01-12T00:00:00Z,Australia,10021
2019,2019-01-12T00:00:00Z,Germany,212
2019,2019-01-12T00:00:00Z,France,388
2019,2019-01-12T00:00:00Z,Australia,1
2019,2019-01-12T00:00:00Z,Australia,748
2019,2019-01-12T00:00:00Z,Germany,1012
2019,2019-01-12T00:00:00Z,France,2132
2019,2019-01-12T00:00:00Z,Australia,27
2019,2019-01-12T00:00:00Z,Australia,978
2019,2019-01-12T00:00:00Z,Germany,15
2019,2019-01-12T00:00:00Z,Germany,492
2019,2019-01-12T00:00:00Z,France,463
2019,2019-01-12T00:00:00Z,Australia,485
2019,2019-01-12T00:00:00Z,Germany,1
2019,2019-01-12T00:00:00Z,Germany,4907
2019,2019-01-12T00:00:00Z,France,3
2019,2019-01-12T00:00:00Z,France,2142
2019,2019-01-12T00:00:00Z,Australia,53
2019,2019-01-12T00:00:00Z,Australia,6035
2019,2019-01-12T00:00:00Z,Germany,421
2019,2019-01-12T00:00:00Z,Germany,5864
2019,2019-01-12T00:00:00Z,France,347
2019,2019-01-12T00:00:00Z,France,5025
2019,2019-01-12T00:00:00Z,Australia,112
2019,2019-01-12T00:00:00Z,Australia,4683
2019,2019-01-12T00:00:00Z,Germany,461
2019,2019-01-12T00:00:00Z,Germany,5784
2019,2019-01-12T00:00:00Z,France,4
2019,2019-01-12T00:00:00Z,France,2625
2019,2019-01-12T00:00:00Z,Australia,4770
2019,2019-01-12T00:00:00Z,Australia,35
2019,2019-01-12T00:00:00Z,Germany,33
2019,2019-01-12T00:00:00Z,Germany,8447
2019,2019-01-12T00:00:00Z,France,4
2019,2019-01-12T00:00:00Z,France,3423
2019,2019-01-12T00:00:00Z,Australia,26
2019,2019-01-12T00:00:00Z,Australia,2426
2019,2019-01-12T00:00:00Z,Germany,21
2019,2019-01-12T00:00:00Z,Germany,855
2019,2019-01-12T00:00:00Z,France,505
2019,2019-01-12T00:00:00Z,Australia,4
2019,2019-01-12T00:00:00Z,Australia,1964
2019,2019-01-12T00:00:00Z,Germany,1674
2019,2019-01-12T00:00:00Z,Germany,15172
2019,2019-01-12T00:00:00Z,France,776
2019,2019-01-12T00:00:00Z,France,16515
2019,2019-01-12T00:00:00Z,Australia,322
2019,2019-01-12T00:00:00Z,Australia,9036
2019,2019-01-12T00:00:00Z,Germany,1044
2019,2019-01-12T00:00:00Z,Germany,78
2019,2019-01-12T00:00:00Z,France,2
2019,2019-01-12T00:00:00Z,France,884
2019,2019-01-12T00:00:00Z,Australia,45
2019,2019-01-12T00:00:00Z,Australia,3847
2019,2019-01-12T00:00:00Z,Germany,26151
2019,2019-01-12T00:00:00Z,Germany,1343
2019,2019-01-12T00:00:00Z,France,335
2019,2019-01-12T00:00:00Z,France,20232
2019,2019-01-12T00:00:00Z,Australia,91
2019,2019-01-12T00:00:00Z,Australia,5458
2019,2019-01-12T00:00:00Z,Germany,1646
2019,2019-01-12T00:00:00Z,France,915
2019,2019-01-12T00:00:00Z,Australia,2894
2019,2019-01-12T00:00:00Z,Germany,565
2019,2019-01-12T00:00:00Z,Germany,4915
2019,2019-01-12T00:00:00Z,France,873
2019,2019-01-12T00:00:00Z,France,3783
2019,2019-01-12T00:00:00Z,Australia,117
